,second_name,first_name,id,team,element_type,total_points,points_per_game,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,ep_next,ep_this,event_points,form,in_dreamteam,news,news_added,now_cost,photo,selected_by_percent,special,squad_number,status,team_code,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
477,Redmond,Nathan,600,6,3,11,0.9,0.0,0.0,83283,0,0,-3,3,0,0.0,0.0,0,0.0,False,Leg injury - Expected back 01 Jul,2024-01-30T14:00:11.447368Z,47,83283.jpg,0.0,False,,i,90,914,8,5075,11,0.0,2.3,Redmond,132,0,0,0,5,0,0,0,1,0,0,0,38,23.8,52.5,18.0,9.4,0,0.03,0.37,0.40,3.92,457,202,340,177,401,200,435,197,,,,,,,0.02,0.0,0.25,0.27,2.67,3.41,308,199,729,293,512,240,631,237,0.0,0.0
478,Koleosho,Luca,605,6,3,40,2.7,0.0,0.0,487702,0,0,-2,2,0,0.0,0.0,0,0.0,False,Knee injury - Expected back 19 May,2023-12-06T07:30:10.569273Z,48,487702.jpg,0.0,False,,i,90,42922,13,43485,24,0.0,8.3,Koleosho,972,1,2,3,23,0,0,0,0,0,0,0,80,86.8,147.9,213.0,44.5,13,1.96,1.07,3.03,15.55,365,152,197,127,129,83,257,125,,,,,,,0.18,0.0,0.1,0.28,1.44,2.13,300,196,747,306,182,81,523,178,1.2,0.28
479,Bruun Larsen,Jacob,608,6,3,37,1.7,,,179458,0,0,-2,2,0,0.5,0.5,1,1.0,False,,,48,179458.jpg,0.0,False,,a,90,3429,27,4109,17,0.2,7.7,Bruun Larsen,582,2,0,1,11,0,0,0,0,0,0,0,105,116.2,190.9,181.0,48.2,6,1.48,0.52,2.00,9.34,335,141,160,105,151,96,238,115,4.0,,1.0,,,,0.23,0.0,0.08,0.31,1.44,1.7,287,186,252,119,352,154,619,230,0.93,0.15
480,Odobert,Wilson,660,6,3,57,3.0,,,550839,0,0,0,0,1,1.5,1.5,2,2.0,False,,,50,550839.jpg,0.1,False,,a,90,18709,591,15343,140,0.4,11.4,Odobert,1229,3,2,2,33,0,0,0,2,0,0,3,205,229.8,220.9,241.0,69.0,15,1.45,1.86,3.31,26.31,239,96,137,93,115,73,179,91,,,,,,,0.11,0.0,0.14,0.25,1.93,2.42,216,137,165,75,150,71,472,156,1.1,0.15
481,Ramsey,Aaron,675,6,3,18,1.3,0.0,0.0,447715,0,0,0,0,0,0.0,0.0,0,0.2,False,Knee injury - Expected back 16 Nov,2024-02-17T19:00:10.020307Z,50,447715.jpg,0.0,False,,i,90,10659,17,9875,51,0.0,3.6,A.Ramsey,522,0,0,0,17,0,0,0,1,0,0,0,62,51.2,28.0,53.0,12.7,5,0.35,0.48,0.82,11.33,418,181,387,194,315,162,417,190,,,,,,,0.06,0.0,0.08,0.14,1.95,2.93,207,130,376,181,414,188,564,200,0.86,0.0
482,Massengo,Han-Noah,694,6,3,3,1.0,,,437757,0,0,-1,1,0,-0.5,-0.5,0,0.0,False,,,49,437757.jpg,0.0,False,,a,90,520,5,592,10,0.0,0.6,Massengo,14,0,0,0,0,0,0,0,0,0,0,0,11,2.8,0.1,0.0,0.3,0,0.00,0.00,0.00,0.72,513,233,508,244,800,341,522,237,,,,,,,0.0,0.0,0.0,0.0,4.63,0.0,259,165,769,321,496,230,708,278,0.0,0.0
483,Trésor,Mike,706,6,3,18,1.3,,,437748,0,0,-2,2,0,-0.5,-0.5,0,0.0,False,,,53,437748.jpg,0.0,False,,a,90,5372,123,5114,25,0.0,3.4,M.Trésor,397,0,0,0,9,0,0,0,0,0,0,0,68,43.4,109.7,24.0,17.8,3,0.37,0.54,0.91,9.67,430,191,244,144,391,196,381,171,3.0,,4.0,,,,0.08,0.0,0.12,0.2,2.19,2.04,148,92,805,346,415,189,606,220,0.68,0.0
484,Caicedo Corozo,Moisés,126,7,3,45,1.9,100.0,100.0,486672,0,0,-5,5,0,0.0,1.3,1,1.3,False,,2023-12-24T21:00:09.270040Z,45,486672.jpg,1.2,False,,a,8,124684,419,329999,824,0.3,10.0,Caicedo,1940,0,1,4,33,0,0,0,8,0,0,0,285,343.4,250.3,30.0,62.0,22,0.25,1.04,1.29,30.18,158,70,119,84,368,187,198,101,,,,,,,0.01,0.0,0.05,0.06,1.4,1.53,440,257,221,106,320,135,183,55,1.02,0.19
485,Nascimento dos Santos,Andrey,186,7,3,1,1.0,0.0,0.0,532605,0,0,-3,3,0,0.0,0.0,0,0.0,False,Season-long loan to Strasbourg,2024-02-04T18:46:23.165485Z,42,532605.jpg,0.1,False,,u,8,15054,0,23168,63,0.0,0.2,Andrey,7,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.5,3.0,0.2,0,0.06,0.00,0.06,0.02,653,242,487,237,452,225,525,239,,,,,,,0.77,0.0,0.0,0.77,0.26,0.0,667,361,534,186,449,200,447,147,0.0,0.0
486,Chukwuemeka,Carney,196,7,3,13,2.2,100.0,25.0,478912,0,0,-3,3,0,0.0,0.1,1,0.3,False,,2024-02-16T14:00:09.346053Z,42,478912.jpg,1.2,False,,a,8,358383,975,516841,2302,0.1,3.1,Chukwuemeka,169,1,1,0,4,0,0,0,2,0,0,0,47,65.2,55.7,46.0,16.7,2,0.10,0.27,0.37,3.81,404,170,336,175,322,165,388,175,,,,,,,0.05,0.0,0.14,0.19,2.03,2.13,661,359,333,162,262,111,182,54,1.07,0.0
487,Fernández,Enzo,199,7,3,67,2.8,100.0,100.0,448047,0,0,-2,2,1,0.0,3.0,5,3.0,False,,2023-12-19T23:00:09.582067Z,48,448047.jpg,2.2,False,,a,8,372830,753,589325,1239,0.6,14.0,Enzo,1872,3,2,5,36,0,0,1,6,0,0,4,318,460.2,463.0,315.0,123.7,22,5.24,3.49,8.73,32.92,83,31,48,39,82,50,60,45,,,5.0,,2.0,,0.25,0.0,0.17,0.42,1.58,1.73,298,195,96,41,168,76,135,42,1.06,0.24
488,Gallagher,Conor,202,7,3,83,3.2,100.0,75.0,232787,0,0,-1,1,1,0.0,2.2,6,3.0,False,,2024-03-07T13:30:07.691881Z,54,232787.jpg,0.5,False,,a,8,111246,662,117712,1413,0.6,15.4,Gallagher,2182,2,6,5,39,0,0,0,5,1,0,8,414,504.4,589.8,268.0,135.8,26,2.32,2.72,5.04,35.37,63,21,28,23,101,63,43,31,1.0,,,,,,0.1,0.0,0.11,0.21,1.46,1.61,122,74,98,43,125,64,245,74,1.07,0.21
489,Madueke,Noni,208,7,3,24,2.0,100.0,100.0,248857,0,0,-2,2,0,0.0,0.0,0,0.0,False,,2023-12-05T15:00:09.890262Z,53,248857.jpg,0.1,False,,a,8,24463,47,28267,188,0.0,4.5,Madueke,342,2,0,0,8,0,0,0,1,0,0,1,85,115.4,102.5,122.0,33.9,4,1.17,0.64,1.81,6.48,336,142,259,149,202,112,305,143,,,,,,,0.31,0.0,0.17,0.48,1.71,2.11,147,91,804,345,309,133,418,132,1.05,0.0
490,Mudryk,Mykhailo,210,7,3,67,3.2,100.0,100.0,465920,0,0,-2,2,1,0.0,2.7,7,2.7,False,,2023-12-29T16:30:09.223051Z,63,465920.jpg,0.9,False,,a,8,157270,891,360415,505,0.4,10.6,Mudryk,901,4,4,4,15,0,0,0,3,0,0,5,196,248.4,235.5,228.0,71.0,9,3.21,1.74,4.95,12.97,229,92,125,89,122,79,174,90,3.0,,,,,,0.32,0.0,0.17,0.49,1.3,1.5,56,32,121,56,129,67,211,65,0.9,0.4
491,Pulisic,Christian,213,7,3,0,0.0,0.0,0.0,176413,0,0,0,0,0,0.0,0.0,0,0.0,False,Permanent transfer to AC Milan,2023-07-14T08:03:53.480692Z,55,176413.jpg,0.0,False,,u,8,0,0,406,0,0.0,0.0,Pulisic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,826,358,826,358,825,358,826,358,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,101,61,810,349,825,358,768,313,0.0,0.0
492,Sterling,Raheem,216,7,3,102,4.1,100.0,100.0,103955,0,0,-1,1,2,0.0,3.3,1,3.3,False,,2023-12-24T15:30:09.085575Z,69,103955.jpg,5.6,False,,a,8,3099193,2055,2895854,7483,0.5,14.8,Sterling,1811,6,7,5,33,0,0,0,6,0,0,6,261,401.2,404.5,649.0,145.1,21,5.55,3.74,9.29,29.57,115,49,58,49,19,12,37,26,,,3.0,,4.0,,0.28,0.0,0.19,0.47,1.47,1.64,33,19,79,36,45,29,69,23,1.04,0.25
493,Ziyech,Hakim,218,7,3,0,0.0,0.0,0.0,124183,0,0,-1,1,0,0.0,0.0,0,0.0,False,Season long loan to Galatasaray,2023-08-21T08:29:13.470637Z,54,124183.jpg,0.1,False,,u,8,1010,0,16505,9,0.0,0.0,Ziyech,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,823,356,823,356,821,356,823,356,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,114,69,806,347,822,356,471,155,0.0,0.0
494,Palmer,Cole,362,7,3,142,5.9,100.0,100.0,244851,0,0,7,-7,6,0.0,6.7,13,6.7,False,,2023-12-24T15:30:09.398314Z,57,244851.jpg,31.6,False,,a,8,5692021,34448,2159761,57080,1.2,24.9,Palmer,1749,11,9,4,34,0,0,0,7,0,0,20,473,692.6,556.3,572.0,181.9,19,8.41,5.14,13.55,32.60,23,11,32,27,28,15,15,10,2.0,,1.0,,1.0,,0.43,0.0,0.26,0.69,1.68,1.75,87,54,11,7,8,5,6,2,0.98,0.21
495,Borges Damaceno,Ângelo Gabriel,589,7,3,0,0.0,0.0,0.0,518620,0,0,0,0,0,0.0,0.0,0,0.0,False,Season long loan to Strasbourg until the end of the season,2023-08-10T13:51:38.491138Z,50,518620.jpg,0.0,False,,u,8,0,0,1007,0,0.0,0.0,Ângelo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,818,351,816,351,814,351,818,351,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,212,134,788,335,817,351,782,323,0.0,0.0
496,Maatsen,Ian,609,7,3,11,0.9,0.0,0.0,441302,0,0,-4,4,0,0.0,0.0,0,0.0,False,On loan to Borussia Dortmund until the end of the season,2024-01-12T16:43:54.859948Z,51,441302.jpg,0.0,False,,u,8,3375,0,11438,18,0.0,2.2,Maatsen,200,0,0,0,5,0,0,0,1,0,0,0,24,29.4,44.8,29.0,10.3,1,0.74,0.20,0.94,5.07,449,197,354,181,372,190,430,195,,,,,,,0.33,0.0,0.09,0.42,2.28,2.25,168,102,792,339,516,243,539,188,0.45,0.0
497,Ugochukwu,Lesley,613,7,3,11,1.1,0.0,0.0,503714,0,0,-1,1,0,0.0,0.0,0,0.0,False,Hamstring injury - Unknown return date,2023-12-05T15:00:11.116513Z,44,503714.jpg,0.1,False,,i,8,44655,5,48416,69,0.0,2.5,Ugochukwu,269,0,0,1,6,0,0,0,2,0,0,0,53,47.0,22.0,2.0,7.1,3,0.00,0.11,0.11,6.73,426,187,403,201,455,226,447,202,,,,,,,0.0,0.0,0.04,0.04,2.25,2.01,587,336,604,215,427,194,373,117,1.0,0.33
498,Lavia,Roméo,667,7,3,1,1.0,0.0,0.0,514356,0,0,-1,1,0,0.0,0.0,0,0.0,False,Thigh injury - Unknown return date,2023-12-29T16:30:10.231754Z,49,514356.jpg,0.0,False,,i,8,1495,6,1742,7,0.0,0.2,Lavia,32,0,0,0,0,0,0,0,0,0,0,0,2,3.6,1.9,0.0,0.6,0,0.00,0.01,0.01,0.33,506,228,467,229,801,342,511,232,,,,,,,0.0,0.0,0.03,0.03,0.93,0.0,266,170,772,324,498,232,746,299,0.0,0.0
499,da Silva Moreira,Diego Manuel Jadon,681,7,3,0,0.0,100.0,100.0,491011,0,0,0,0,0,0.0,0.0,0,0.0,False,,2023-09-03T20:11:21.942763Z,45,491011.jpg,0.0,False,,a,8,316,6,328,6,0.0,0.0,Diego Moreira,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,743,296,737,295,726,291,746,297,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,447,261,666,251,746,299,777,320,0.0,0.0
500,Matos,Alex,718,7,3,1,1.0,0.0,0.0,519198,0,0,0,0,0,0.0,0.0,0,0.0,False,On loan to Huddersfield Town until the end of the season,2024-01-07T13:44:31.532785Z,45,519198.jpg,0.0,False,,u,8,1272,0,1197,5,0.0,0.2,Matos,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,764,314,760,314,749,310,767,315,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,475,285,693,274,480,221,739,293,0.0,0.0
501,Castledine,Leo,758,7,3,0,0.0,,,517995,0,0,0,0,0,0.0,0.0,0,0.0,False,,,45,517995.jpg,0.0,False,,a,8,221,5,187,7,0.0,0.0,Castledine,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,761,312,757,312,746,308,764,313,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,472,283,690,272,764,315,792,330,0.0,0.0
502,Casadei,Cesare,791,7,3,3,1.0,,,505187,0,0,0,0,0,0.0,0.7,1,0.7,False,,,45,505187.jpg,0.0,False,,a,8,408,9,210,11,0.2,0.7,Casadei,17,0,0,0,2,0,0,0,0,0,0,0,11,7.6,12.1,2.0,2.2,0,0.00,0.06,0.06,0.50,489,217,430,215,461,230,489,222,,,,,,,0.0,0.0,0.32,0.32,2.65,10.59,460,274,286,137,479,220,784,325,0.0,0.0
503,Harrison,Ollie,820,7,3,0,0.0,,,597983,0,0,0,0,0,0.0,0.0,0,0.0,False,,,45,597983.jpg,0.0,False,,a,8,122,12,60,2,0.0,0.0,Harrison,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,787,328,784,328,775,325,790,329,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,508,304,719,288,788,329,814,348,0.0,0.0
504,Tauriainen,Jimi,830,7,3,0,0.0,,,514277,0,0,0,0,0,0.0,0.0,0,0.0,False,,,45,514277.jpg,0.0,False,,a,8,18,7,6,5,0.0,0.0,Tauriainen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,754,307,750,307,739,303,757,308,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,464,277,682,266,757,310,836,362,0.0,0.0
505,Ahamada,Naouirou,219,8,3,15,0.9,100.0,100.0,466117,0,0,-2,2,0,0.0,1.3,1,0.8,False,,2023-09-22T13:30:07.934644Z,43,466117.jpg,0.5,False,,a,31,167366,53,151206,399,0.2,3.5,Ahamada,220,0,0,0,12,0,0,0,1,0,0,0,43,26.0,19.9,41.0,8.8,0,0.29,0.06,0.35,7.16,453,200,407,203,334,172,439,200,,,,,,,0.12,0.0,0.02,0.14,2.93,4.91,641,354,263,125,508,237,250,79,0.0,0.0
506,Ayew,Jordan,221,8,3,91,3.5,100.0,75.0,80146,0,0,-1,1,1,0.0,5.0,3,6.2,False,,2024-03-02T19:00:09.192516Z,54,80146.jpg,0.4,False,,a,31,139827,812,142340,1397,1.1,16.9,J.Ayew,2135,4,6,9,32,0,0,0,6,1,0,3,270,462.4,401.7,488.0,135.2,25,3.68,2.40,6.08,30.82,82,30,63,51,42,26,46,34,3.0,,,,,,0.16,0.0,0.1,0.26,1.3,1.35,111,67,16,10,98,51,271,85,1.05,0.38
507,Doucouré,Cheick,223,8,3,21,1.9,0.0,0.0,438464,0,0,-1,1,0,0.0,0.0,0,0.0,False,Achilles injury - Expected back 19 May,2023-11-25T19:00:09.473696Z,49,438464.jpg,0.0,False,,i,31,11576,0,15295,12,0.0,4.3,C.Doucouré,920,0,0,3,12,0,0,0,2,0,0,0,141,165.8,138.5,36.0,34.2,11,0.28,0.76,1.04,13.76,300,126,205,131,348,178,303,141,,,,,,,0.03,0.0,0.07,0.1,1.35,1.17,260,166,770,322,323,138,524,179,1.08,0.29
508,Ebiowei,Malcolm,224,8,3,0,0.0,0.0,0.0,450535,0,0,-1,1,0,0.0,0.0,0,0.0,False,Season-long loan to RWD Molenbeek,2024-02-04T18:47:58.396627Z,44,450535.jpg,0.0,False,,u,31,2269,0,6403,11,0.0,0.0,Ebiowei,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,689,262,680,264,654,253,692,263,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,567,324,596,211,701,270,613,224,0.0,0.0
509,Eze,Eberechi,226,8,3,74,4.1,100.0,100.0,232413,0,0,-5,5,1,0.0,2.7,1,2.2,False,,2024-01-31T01:30:12.636894Z,60,232413.jpg,3.0,False,,a,31,769193,3207,1994683,7573,0.4,12.3,Eze,1315,6,2,4,22,0,0,0,3,0,0,5,282,415.8,541.0,451.0,140.9,15,5.46,3.32,8.78,22.20,106,44,33,28,49,30,40,28,1.0,,1.0,,1.0,,0.37,0.0,0.23,0.6,1.52,1.51,66,41,155,70,43,28,109,33,1.03,0.27
510,Hughes,Will,229,8,3,36,1.7,100.0,100.0,108413,0,0,-1,1,0,0.0,1.0,1,0.5,False,,2024-02-16T20:00:08.598359Z,49,108413.jpg,0.0,False,,a,31,2489,13,2609,15,0.1,7.3,Hughes,1309,0,0,4,32,0,0,0,3,0,0,0,161,214.8,273.4,40.0,52.6,15,0.17,1.24,1.41,22.74,249,100,106,76,338,173,224,112,5.0,,,,,,0.01,0.0,0.09,0.1,1.56,2.2,225,145,318,155,353,155,675,265,1.03,0.28
511,Lerma Solís,Jefferson,231,8,3,55,2.4,100.0,100.0,152551,0,0,-3,3,0,0.0,2.5,3,2.0,False,,2023-12-09T16:30:08.994956Z,47,152551.jpg,0.1,False,,a,31,14622,32,40907,206,0.4,11.7,Lerma,2025,1,1,4,40,0,0,0,7,0,0,4,271,330.4,346.9,236.0,91.4,23,2.55,1.70,4.25,31.24,169,75,74,57,117,75,113,69,,,,,,,0.11,0.0,0.08,0.19,1.39,1.78,313,204,162,73,239,98,407,128,1.02,0.18
512,Olise,Michael,236,8,3,72,6.5,0.0,0.0,443661,0,0,-4,4,2,0.0,0.0,0,0.0,False,Hamstring injury - Unknown return date,2024-01-31T01:30:12.654039Z,56,443661.jpg,0.3,False,,i,31,396323,42,384071,1432,0.0,12.9,Olise,754,6,3,0,16,0,0,0,0,0,0,14,269,379.6,353.1,297.0,103.2,8,3.12,2.86,5.98,11.83,128,54,71,56,90,54,90,62,2.0,,2.0,,,,0.37,0.0,0.34,0.71,1.41,1.91,96,59,815,351,7,4,283,89,0.95,0.0
513,Riedewald,Jairo,239,8,3,7,1.8,100.0,100.0,173954,0,0,-2,2,0,0.0,0.5,0,0.0,False,,2023-09-27T09:00:08.517252Z,43,173954.jpg,0.1,False,,a,31,9752,29,11188,55,0.0,1.6,Riedewald,174,0,0,1,2,0,0,0,0,0,0,0,18,9.4,5.0,8.0,2.2,2,0.00,0.04,0.04,3.16,481,212,446,221,433,216,488,221,,,,,,,0.0,0.0,0.02,0.02,1.63,1.03,617,346,547,190,331,143,490,167,1.03,0.52
514,Schlupp,Jeffrey,240,8,3,47,2.4,0.0,0.0,86417,0,0,-2,2,0,0.0,0.0,0,0.0,False,Groin Injury - Expected back 30 Mar,2024-03-08T16:30:10.223203Z,48,86417.jpg,0.1,False,,i,31,18410,3,27790,159,0.0,9.8,Schlupp,1220,1,1,4,21,0,0,0,0,0,0,1,140,207.8,183.1,209.0,59.8,17,1.58,1.22,2.80,20.22,257,105,162,106,134,85,203,102,,,,,,,0.12,0.0,0.09,0.21,1.49,1.55,278,178,741,302,241,99,432,141,1.25,0.3
515,França de Oliveira,Matheus,615,8,3,16,1.6,0.0,0.0,536694,0,0,-2,2,0,0.0,0.0,0,2.0,False,Groin Injury - Unknown return date,2024-03-08T16:30:10.785655Z,48,536694.jpg,0.0,False,,i,31,1708,2,2151,72,0.4,3.3,Matheus França,224,0,2,0,7,0,0,0,1,0,0,0,47,36.4,77.7,53.0,16.5,1,0.33,0.46,0.79,3.49,439,193,299,163,314,161,389,176,,,,,,,0.13,0.0,0.18,0.31,1.4,2.81,303,197,163,74,372,163,707,277,0.4,0.0
516,Rak-Sakyi,Jesurun,657,8,3,8,1.3,0.0,0.0,450542,0,0,0,0,0,0.0,0.0,0,0.0,False,Hamstring injury - Unknown return date,2024-02-05T23:30:09.531138Z,45,450542.jpg,0.0,False,,i,31,5254,4,5058,14,0.0,1.8,Rak-Sakyi,132,0,0,1,3,0,0,0,0,0,0,0,21,23.2,28.2,58.0,11.0,0,0.41,0.14,0.54,3.21,458,203,386,193,304,156,427,193,,,,,,,0.28,0.0,0.1,0.38,2.19,2.05,421,243,647,236,410,185,670,262,0.0,0.68
517,Ozoh,David,721,8,3,7,0.9,,,531989,0,0,0,0,0,0.0,1.0,0,0.5,False,,,45,531989.jpg,0.0,False,,a,31,1299,11,1033,17,0.1,1.6,Ozoh,128,0,0,0,4,0,0,0,1,0,0,0,24,22.8,3.7,0.0,2.6,0,0.00,0.01,0.01,2.54,460,204,455,225,753,314,484,220,,,,,,,0.0,0.0,0.01,0.01,1.79,2.81,480,289,312,151,510,238,740,294,0.0,0.0
518,Raymond,Jadan,724,8,3,0,0.0,,,474908,0,0,0,0,0,0.0,0.5,0,0.0,False,,,45,474908.jpg,0.0,False,,a,31,825,1,663,11,0.0,0.0,Raymond,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,732,288,726,287,714,282,735,289,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,432,250,654,241,736,291,753,303,0.0,0.0
519,Wharton,Adam,807,8,3,15,2.5,,,496221,0,0,0,0,0,0.0,3.3,3,2.8,False,,,50,496221.jpg,0.0,False,,a,31,1629,27,704,75,0.6,3.0,Wharton,454,0,0,3,7,0,0,0,1,0,0,1,78,74.4,135.3,9.0,21.9,5,0.15,0.48,0.63,5.69,388,164,209,132,432,215,363,163,4.0,,,,,,0.03,0.0,0.1,0.13,1.13,1.39,211,133,114,52,226,95,686,270,0.99,0.59
520,Rodney,Kaden,825,8,3,0,0.0,,,530318,0,0,0,0,0,0.0,0.5,0,0.0,False,,,45,530318.jpg,0.0,False,,a,31,34,8,6,4,0.0,0.0,Rodney,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,766,316,762,316,751,312,769,317,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,477,287,695,276,768,318,828,357,0.0,0.0
521,Tavares Gomes,André,244,9,3,11,2.2,100.0,100.0,120250,0,0,-1,1,0,0.0,0.5,1,0.5,False,,2024-01-25T18:00:09.177216Z,44,120250.jpg,0.1,False,,a,11,10886,24,29053,42,0.1,2.5,André Gomes,196,1,0,1,4,0,0,0,2,0,0,0,35,51.6,48.7,70.0,16.9,1,0.25,0.13,0.38,3.90,417,180,344,178,275,139,386,174,5.0,,,,,,0.11,0.0,0.06,0.17,1.79,1.84,524,308,301,146,264,113,408,129,0.46,0.46
522,Alli,Dele,248,9,3,0,0.0,0.0,0.0,108823,0,0,-2,2,0,0.0,0.0,0,0.0,False,Groin Injury - Unknown return date,2023-08-06T23:30:05.714102Z,48,108823.jpg,0.0,False,,i,11,991,10,3837,22,0.0,0.0,Dele,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,794,333,790,332,785,330,795,333,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,280,180,742,303,794,333,647,249,0.0,0.0
523,Doucouré,Abdoulaye,249,9,3,87,4.0,100.0,100.0,121599,0,0,0,0,2,0.0,2.0,1,2.0,False,,2024-01-25T18:00:09.222232Z,55,121599.jpg,0.5,False,,a,11,396932,173,387290,1112,0.4,15.8,A.Doucoure,1841,6,2,7,25,0,0,0,5,0,0,7,262,359.8,356.8,541.0,126.1,22,6.53,1.02,7.55,28.44,143,63,70,55,33,18,56,43,,,,,,,0.32,0.0,0.05,0.37,1.39,1.22,99,60,168,78,52,31,248,77,1.08,0.34
524,Garner,James,250,9,3,69,2.6,100.0,100.0,232928,0,0,-1,1,0,0.0,3.0,2,3.0,False,,2023-12-08T02:00:09.372583Z,49,232928.jpg,0.1,False,,a,11,31517,71,29378,161,0.6,14.1,Garner,2310,1,2,7,38,0,0,0,5,0,0,3,356,453.0,556.5,202.0,121.2,26,2.19,3.30,5.49,37.00,88,33,31,26,139,88,63,48,3.0,,2.0,,,,0.09,0.0,0.13,0.22,1.44,1.48,252,160,97,42,206,88,429,139,1.01,0.27
525,Gbamin,Jean-Philippe,251,9,3,0,0.0,0.0,0.0,160987,0,0,-1,1,0,0.0,0.0,0,0.0,False,Contract cancelled,2023-09-02T08:58:34.528089Z,44,160987.jpg,0.0,False,,u,11,330,0,2506,0,0.0,0.0,Gbamin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,672,252,662,254,636,243,675,253,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,527,311,570,201,683,260,681,267,0.0,0.0
526,Gray,Demarai,253,9,3,0,0.0,0.0,0.0,172632,0,0,-2,2,0,0.0,0.0,0,0.0,False,Permanent transfer to Al-Ettifaq,2023-09-08T08:19:32.417883Z,53,172632.jpg,0.1,False,,u,11,1890,0,31097,5,0.0,0.0,Gray,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,821,354,820,354,818,354,821,354,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,139,86,801,343,820,354,464,154,0.0,0.0
527,Gueye,Idrissa,254,9,3,33,1.8,25.0,25.0,80801,0,0,-2,2,0,0.0,0.2,0,1.0,False,Groin Injury - 25% chance of playing,2024-02-24T22:00:09.207631Z,48,80801.jpg,0.0,False,,d,11,3796,0,6741,33,0.2,6.9,Gana,1304,1,0,3,21,0,0,0,7,0,0,2,192,206.6,163.2,98.0,46.8,17,1.03,0.58,1.61,19.28,259,107,177,114,233,124,243,117,,,,,,,0.07,0.0,0.04,0.11,1.33,1.45,277,177,251,118,340,146,572,204,1.17,0.21
